dataset_id,sample_id,raw_label,class_label,positive_label,negative_label
GSE25837,GSM634701,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634702,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634703,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634704,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634705,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634706,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634707,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634708,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634709,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634710,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634711,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634712,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634713,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634714,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634715,lonely: 1,lonely,lonely,not_lonely
GSE25837,GSM634716,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634717,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634718,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634719,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634720,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634721,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634722,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634723,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634724,lonely: 0,not_lonely,lonely,not_lonely
GSE25837,GSM634725,lonely: 0,not_lonely,lonely,not_lonely
