dataset_id,repeat_id,fold_id,sample_id,split,class_label
GSE10072,2,1,GSM254702,test,normal
GSE10072,2,1,GSM254704,test,tumor
GSE10072,2,1,GSM254705,test,tumor
GSE10072,2,1,GSM254707,test,tumor
GSE10072,2,1,GSM254709,test,tumor
GSE10072,2,1,GSM254710,test,normal
GSE10072,2,1,GSM254711,test,normal
GSE10072,2,1,GSM254712,test,normal
GSE10072,2,1,GSM254714,test,tumor
GSE10072,2,1,GSM254715,test,normal
GSE10072,2,1,GSM254716,test,tumor
GSE10072,2,1,GSM254717,test,normal
GSE10072,2,1,GSM254718,test,tumor
GSE10072,2,1,GSM254719,test,normal
GSE10072,2,1,GSM254721,test,tumor
GSE10072,2,1,GSM254723,test,normal
GSE10072,2,1,GSM254724,test,tumor
GSE10072,2,1,GSM254725,test,normal
GSE10072,2,1,GSM254728,test,tumor
GSE10072,2,1,GSM254729,test,tumor
GSE10072,2,1,GSM254730,test,normal
GSE10072,2,1,GSM254731,test,normal
GSE10072,2,2,GSM254625,train,tumor
GSE10072,2,2,GSM254628,train,normal
GSE10072,2,2,GSM254630,train,tumor
GSE10072,2,2,GSM254634,train,normal
GSE10072,2,2,GSM254637,train,tumor
GSE10072,2,2,GSM254639,train,tumor
GSE10072,2,2,GSM254640,train,normal
GSE10072,2,2,GSM254641,train,tumor
GSE10072,2,2,GSM254642,train,tumor
GSE10072,2,2,GSM254645,train,tumor
GSE10072,2,2,GSM254648,train,tumor
GSE10072,2,2,GSM254654,train,tumor
GSE10072,2,2,GSM254655,train,normal
GSE10072,2,2,GSM254662,train,normal
GSE10072,2,2,GSM254663,train,tumor
GSE10072,2,2,GSM254667,train,normal
GSE10072,2,2,GSM254673,train,normal
GSE10072,2,2,GSM254675,train,tumor
GSE10072,2,2,GSM254676,train,normal
GSE10072,2,2,GSM254680,train,tumor
GSE10072,2,2,GSM254681,train,normal
GSE10072,2,2,GSM254682,train,tumor
GSE10072,2,2,GSM254683,train,normal
GSE10072,2,2,GSM254684,train,tumor
GSE10072,2,2,GSM254685,train,normal
GSE10072,2,2,GSM254690,train,tumor
GSE10072,2,2,GSM254691,train,normal
GSE10072,2,2,GSM254692,train,tumor
GSE10072,2,2,GSM254695,train,normal
GSE10072,2,2,GSM254696,train,tumor
GSE10072,2,2,GSM254699,train,normal
GSE10072,2,2,GSM254701,train,tumor
GSE10072,2,2,GSM254702,train,normal
GSE10072,2,2,GSM254704,train,tumor
GSE10072,2,2,GSM254705,train,tumor
GSE10072,2,2,GSM254707,train,tumor
GSE10072,2,2,GSM254709,train,tumor
GSE10072,2,2,GSM254710,train,normal
GSE10072,2,2,GSM254711,train,normal
GSE10072,2,2,GSM254712,train,normal
GSE10072,2,2,GSM254714,train,tumor
GSE10072,2,2,GSM254715,train,normal
GSE10072,2,2,GSM254716,train,tumor
GSE10072,2,2,GSM254717,train,normal
GSE10072,2,2,GSM254718,train,tumor
GSE10072,2,2,GSM254719,train,normal
GSE10072,2,2,GSM254721,train,tumor
GSE10072,2,2,GSM254723,train,normal
GSE10072,2,2,GSM254724,train,tumor
GSE10072,2,2,GSM254725,train,normal
GSE10072,2,2,GSM254728,train,tumor
GSE10072,2,2,GSM254729,train,tumor
GSE10072,2,2,GSM254730,train,normal
GSE10072,2,2,GSM254731,train,normal
GSE10072,2,2,GSM254626,test,normal
GSE10072,2,2,GSM254627,test,tumor
GSE10072,2,2,GSM254629,test,tumor
GSE10072,2,2,GSM254631,test,tumor
GSE10072,2,2,GSM254632,test,normal
GSE10072,2,2,GSM254633,test,tumor
GSE10072,2,2,GSM254635,test,normal
GSE10072,2,2,GSM254636,test,tumor
GSE10072,2,2,GSM254638,test,normal
GSE10072,2,2,GSM254643,test,normal
GSE10072,2,2,GSM254644,test,normal
GSE10072,2,2,GSM254646,test,normal
GSE10072,2,2,GSM254647,test,tumor
GSE10072,2,2,GSM254649,test,normal
GSE10072,2,2,GSM254650,test,tumor
GSE10072,2,2,GSM254651,test,normal
GSE10072,2,2,GSM254652,test,tumor
GSE10072,2,2,GSM254653,test,normal
GSE10072,2,2,GSM254656,test,tumor
GSE10072,2,2,GSM254657,test,tumor
GSE10072,2,2,GSM254658,test,normal
GSE10072,2,2,GSM254659,test,tumor
GSE10072,2,2,GSM254660,test,normal
GSE10072,2,2,GSM254661,test,tumor
GSE10072,2,2,GSM254664,test,tumor
GSE10072,2,2,GSM254665,test,normal
GSE10072,2,2,GSM254666,test,tumor
GSE10072,2,2,GSM254668,test,tumor
GSE10072,2,2,GSM254669,test,normal
GSE10072,2,2,GSM254670,test,tumor
GSE10072,2,2,GSM254671,test,normal
GSE10072,2,2,GSM254672,test,tumor
GSE10072,2,2,GSM254674,test,tumor
GSE10072,2,2,GSM254677,test,normal
GSE10072,2,2,GSM254678,test,tumor
GSE10072,2,2,GSM254679,test,normal
GSE10072,2,2,GSM254686,test,tumor
GSE10072,2,2,GSM254687,test,tumor
GSE10072,2,2,GSM254688,test,tumor
GSE10072,2,2,GSM254689,test,normal
GSE10072,2,2,GSM254693,test,normal
GSE10072,2,2,GSM254694,test,tumor
GSE10072,2,2,GSM254697,test,tumor
GSE10072,2,2,GSM254698,test,tumor
GSE10072,2,2,GSM254700,test,tumor
GSE10072,2,2,GSM254703,test,normal
GSE10072,2,2,GSM254706,test,normal
GSE10072,2,2,GSM254708,test,normal
GSE10072,2,2,GSM254713,test,normal
GSE10072,2,2,GSM254720,test,tumor
GSE10072,2,2,GSM254722,test,tumor
GSE10072,2,2,GSM254726,test,tumor
GSE10072,2,2,GSM254727,test,normal
