dataset_id,sample_id,raw_label,class_label,positive_label,negative_label
GSE10072,GSM254686,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254687,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254688,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254689,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254690,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254691,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254692,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254693,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254694,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254695,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254696,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254697,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254698,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254699,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254700,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254701,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254702,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254703,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254704,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254705,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254706,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254707,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254708,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254709,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254710,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254711,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254712,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254713,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254714,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254715,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254716,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254717,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254718,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254719,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254720,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254721,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254722,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254723,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254724,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254725,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254726,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254727,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254728,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254729,Adenocarcinoma of the Lung,tumor,tumor,normal
GSE10072,GSM254730,Normal Lung Tissue,normal,tumor,normal
GSE10072,GSM254731,Normal Lung Tissue,normal,tumor,normal
